Dyad,Individual1,Individual2,PopID1&2,TrioML,Wang,LynchLi,LynchRd,Ritland,QuelletGt,DyadML,ind1_num,ind2_num,lo,hi,canon_pair,Distance_m,IN_ind_id,NEAR_ind_id,IN_sponge_id,NEAR_sponge_id,ind_id_Pair,sponge_id_Pair
431,golden-73,grunt-101,gogr,0,0.0941,0,0.0756,0.075,0.075,0,73,101,73,101,73_101,66.30689345,73,101,GOL_33,GRU_05,73_101,GOL_33_GRU_05
21,curlew-225,golden-84,cugo,0,0.0934,0,0.0552,0.0541,0.0772,0,225,84,84,225,84_225,2341.587878,84,225,GOL_39,CUR_02,84_225,GOL_39_CUR_02
162,golden-52,golden-55,gogo,0,0.0923,0,0.0287,0.0274,0.0238,0,52,55,52,55,52_55,8.147901746,52,55,GOL_18,GOL_19,52_55,GOL_18_GOL_19
387,golden-65,golden-73,gogo,0,0.0898,0,0.1247,0.1324,0.1204,0,65,73,65,73,65_73,89.75717982,65,73,GOL_26,GOL_33,65_73,GOL_26_GOL_33
340,golden-60,grunt-161,gogr,0,0.0836,0,0.0344,0.0333,0.0402,0,60,161,60,161,60_161,79.63940944,60,161,GOL_23,GRU_21,60_161,GOL_23_GRU_21
4,curlew-225,golden-44,cugo,0,0.0661,0,0.0252,0.0246,0.042,0,225,44,44,225,44_225,2364.137778,44,225,GOL_13,CUR_02,44_225,GOL_13_CUR_02
23,curlew-225,grunt-101,cugr,0,0.0643,0,0.0037,0.0036,0.0274,0,225,101,101,225,101_225,2408.699493,101,225,GRU_05,CUR_02,101_225,GRU_05_CUR_02
427,golden-73,golden-81,gogo,0,0.0638,0,0.037,0.0367,0.0383,0,73,81,73,81,73_81,12.89081165,73,81,GOL_33,GOL_37,73_81,GOL_33_GOL_37
24,curlew-225,grunt-103,cugr,0,0.0631,0,0.0355,0.0352,0.059,0,225,103,103,225,103_225,2391.453472,103,225,GRU_07,CUR_02,103_225,GRU_07_CUR_02
580,grunt-128,long-206,grlo,0,0.0604,0,0.0308,0.0305,0.0342,0,128,206,128,206,128_206,5002.295825,128,206,GRU_12,LON_07,128_206,GRU_12_LON_07
486,golden-81,grunt-137,gogr,0,0.0594,0,0.0221,0.0216,0.0227,0,81,137,81,137,81_137,72.09307177,81,137,GOL_37,GRU_15,81_137,GOL_37_GRU_15
473,golden-80,grunt-161,gogr,0,0.0586,0,0.0223,0.0218,0.0205,0,80,161,80,161,80_161,56.71364787,80,161,GOL_36,GRU_21,80_161,GOL_36_GRU_21
184,golden-52,grunt-133,gogr,0,0.0555,0,0.0051,0.005,-0.0101,0,52,133,52,133,52_133,89.73615073,52,133,GOL_18,GRU_14,52_133,GOL_18_GRU_14
358,golden-62,grunt-128,gogr,0,0.0549,0,0.0427,0.043,0.0606,0,62,128,62,128,62_128,78.65040326,62,128,GOL_24,GRU_12,62_128,GOL_24_GRU_12
19,curlew-225,golden-81,cugo,0,0.053,0,-0.0094,-0.009,0.0065,0,225,81,81,225,81_225,2364.137778,81,225,GOL_37,CUR_02,81_225,GOL_37_CUR_02
459,golden-74,long-206,golo,0,0.0523,0,0.023,0.0228,0.0214,0,74,206,74,206,74_206,4970.181169,74,206,GOL_33,LON_07,74_206,GOL_33_LON_07
9,curlew-225,golden-56,cugo,0,0.0511,0,0.0396,0.0399,0.0507,0,225,56,56,225,56_225,2350.542353,56,225,GOL_19,CUR_02,56_225,GOL_19_CUR_02
331,golden-60,grunt-101,gogr,0,0.0502,0,-0.006,-0.0058,-0.0059,0,60,101,60,101,60_101,82.24887311,60,101,GOL_23,GRU_05,60_101,GOL_23_GRU_05
415,golden-69,grunt-104,gogr,0,0.0501,0,0.0585,0.0602,0.0588,0,69,104,69,104,69_104,76.19501003,69,104,GOL_29,GRU_08,69_104,GOL_29_GRU_08
481,golden-81,grunt-104,gogr,0,0.0498,0,0.0226,0.0224,0.0188,0,81,104,81,104,81_104,47.62512954,81,104,GOL_37,GRU_08,81_104,GOL_37_GRU_08
502,golden-82,grunt-161,gogr,0,0.0478,0,0.0165,0.0163,0.0228,0,82,161,82,161,82_161,52.11700113,82,161,GOL_37,GRU_21,82_161,GOL_37_GRU_21
463,golden-80,golden-86,gogo,0,0.0474,0,0.0357,0.0358,0.021,0,80,86,80,86,80_86,106.8453996,80,86,GOL_36,GOL_41,80_86,GOL_36_GOL_41
479,golden-81,grunt-101,gogr,0,0.047,0,-0.0213,-0.0202,-0.0136,0,81,101,81,101,81_101,58.7197824,81,101,GOL_37,GRU_05,81_101,GOL_37_GRU_05
44,golden-114,golden-60,gogo,0,0.0468,0,0.0112,0.011,0.0109,0,114,60,60,114,60_114,62.27972896,60,114,GOL_23,GOL_46,60_114,GOL_23_GOL_46
328,golden-60,golden-82,gogo,0,0.0467,0,0.009,0.0088,0.0041,0,60,82,60,82,60_82,55.85707829,60,82,GOL_23,GOL_37,60_82,GOL_23_GOL_37
65,golden-114,grunt-161,gogr,0,0.0466,0,0.0171,0.0169,0.0268,0,114,161,114,161,114_161,67.6916712,114,161,GOL_46,GRU_21,114_161,GOL_46_GRU_21
154,golden-44,grunt-128,gogr,0,0.0437,0,0.0188,0.0187,0.0285,0,44,128,44,128,44_128,63.26946456,44,128,GOL_13,GRU_12,44_128,GOL_13_GRU_12
469,golden-80,grunt-128,gogr,0,0.0429,0,0.0194,0.0192,0.0146,0,80,128,80,128,80_128,67.9436423,80,128,GOL_36,GRU_12,80_128,GOL_36_GRU_12
500,golden-82,grunt-137,gogr,0,0.0427,0,0.0228,0.0227,0.0221,0,82,137,82,137,82_137,72.09307177,82,137,GOL_37,GRU_15,82_137,GOL_37_GRU_15
229,golden-55,golden-81,gogo,0,0.0416,0,-0.0227,-0.0218,-0.0189,0,55,81,55,81,55_81,28.52041348,55,81,GOL_19,GOL_37,55_81,GOL_19_GOL_37
571,grunt-125,grunt-156,grgr,0,0.0412,0,0.0471,0.0486,0.0522,0,125,156,125,156,125_156,27.48672723,125,156,GRU_11,GRU_18,125_156,GRU_11_GRU_18
518,golden-86,grunt-101,gogr,0,0.0411,0,0.0115,0.0113,0.0117,0,86,101,86,101,86_101,98.27732902,86,101,GOL_41,GRU_05,86_101,GOL_41_GRU_05
99,golden-32,long-206,golo,0,0.0397,0,0.0145,0.0145,0.0165,0,32,206,32,206,32_206,4968.602087,32,206,GOL_11,LON_07,32_206,GOL_11_LON_07
540,grunt-101,long-206,grlo,0,0.0394,0,-0.0114,-0.0111,-0.0122,0,101,206,101,206,101_206,4997.960655,101,206,GRU_05,LON_07,101_206,GRU_05_LON_07
96,golden-32,grunt-156,gogr,0,0.0385,0,0.0299,0.0303,0.0311,0,32,156,32,156,32_156,67.59019745,32,156,GOL_11,GRU_18,32_156,GOL_11_GRU_18
327,golden-60,golden-81,gogo,0,0.0384,0,-0.0257,-0.0246,-0.0276,0,60,81,60,81,60_81,55.85707829,60,81,GOL_23,GOL_37,60_81,GOL_23_GOL_37
1,curlew-225,golden-114,cugo,0,0.0375,0,-0.0061,-0.0059,0.0184,0,225,114,114,225,114_225,2355.59471,114,225,GOL_46,CUR_02,114_225,GOL_46_CUR_02
332,golden-60,grunt-103,gogr,0,0.0374,0,0.0084,0.0083,0.0192,0,60,103,60,103,60_103,65.64560705,60,103,GOL_23,GRU_07,60_103,GOL_23_GRU_07
49,golden-114,golden-73,gogo,0,0.0366,0,0.0284,0.0288,0.0365,0,114,73,73,114,73_114,10.8887784,73,114,GOL_33,GOL_46,73_114,GOL_33_GOL_46
585,grunt-133,long-206,grlo,0,0.035,0,-0.0026,-0.0026,-0.0089,0,133,206,133,206,133_206,5005.330364,133,206,GRU_14,LON_07,133_206,GRU_14_LON_07
460,golden-80,golden-81,gogo,0,0.0349,0,-0.0192,-0.0186,-0.0218,0,80,81,80,81,80_81,9.14710062,80,81,GOL_36,GOL_37,80_81,GOL_36_GOL_37
542,grunt-103,grunt-124,grgr,0,0.0346,0,0.059,0.0619,0.06,0,103,124,103,124,103_124,12.96993848,103,124,GRU_07,GRU_11,103_124,GRU_07_GRU_11
11,curlew-225,golden-60,cugo,0,0.0343,0,-0.0272,-0.0262,-0.0087,0,225,60,60,225,60_225,2326.536565,60,225,GOL_23,CUR_02,60_225,GOL_23_CUR_02
115,golden-42,golden-81,gogo,0,0.0343,0,0.021,0.0211,0.0024,0,42,81,42,81,42_81,0,42,81,GOL_13,GOL_37,42_81,GOL_13_GOL_37
499,golden-82,grunt-133,gogr,0,0.0343,0,0.0142,0.0141,0.0031,0,82,133,82,133,82_133,70.6106295,82,133,GOL_37,GRU_14,82_133,GOL_37_GRU_14
592,grunt-156,long-206,grlo,0,0.0343,0,0.0063,0.0063,0.0011,0,156,206,156,206,156_206,4977.10397,156,206,GRU_18,LON_07,156_206,GRU_18_LON_07
444,golden-74,golden-81,gogo,0,0.0335,0,0,0,-9e-4,0,74,81,74,81,74_81,12.89081165,74,81,GOL_33,GOL_37,74_81,GOL_33_GOL_37
477,golden-81,golden-84,gogo,0,0.0328,0,-0.0117,-0.0115,-0.002,0,81,84,81,84,81_84,83.66920238,81,84,GOL_37,GOL_39,81_84,GOL_37_GOL_39
339,golden-60,grunt-156,gogr,0,0.0321,0,-0.0025,-0.0025,-0.0032,0,60,156,60,156,60_156,65.18163265,60,156,GOL_23,GRU_18,60_156,GOL_23_GRU_18
139,golden-44,golden-63,gogo,0,0.0314,0,0.0409,0.0419,0.0248,0,44,63,44,63,44_63,56.04662303,44,63,GOL_13,GOL_25,44_63,GOL_13_GOL_25
470,golden-80,grunt-133,gogr,0,0.0309,0,-0.007,-0.0069,-0.0126,0,80,133,80,133,80_133,75.41674291,80,133,GOL_36,GRU_14,80_133,GOL_36_GRU_14
32,curlew-225,grunt-161,cugr,0,0.0306,0,-0.0182,-0.0176,0,0,225,161,161,225,161_225,2405.515886,161,225,GRU_21,CUR_02,161_225,GRU_21_CUR_02
125,golden-42,grunt-133,gogr,0,0.0305,0,0.0344,0.0352,0.0108,0,42,133,42,133,42_133,70.6106295,42,133,GOL_13,GRU_14,42_133,GOL_13_GRU_14
50,golden-114,golden-74,gogo,0,0.0301,0,0.0155,0.0156,0.0205,0,114,74,74,114,74_114,10.8887784,74,114,GOL_33,GOL_46,74_114,GOL_33_GOL_46
577,grunt-128,grunt-156,grgr,0,0.0296,0,0.0098,0.0098,0.0118,0,128,156,128,156,128_156,26.00732379,128,156,GRU_12,GRU_18,128_156,GRU_12_GRU_18
95,golden-32,grunt-137,gogr,0,0.0295,0,0.0205,0.0207,0.0256,0,32,137,32,137,32_137,78.50909281,32,137,GOL_11,GRU_15,32_137,GOL_11_GRU_15
29,curlew-225,grunt-133,cugr,0,0.028,0,-0.015,-0.0146,-0.0037,0,225,133,133,225,133_225,2418.259105,133,225,GRU_14,CUR_02,133_225,GRU_14_CUR_02
107,golden-42,golden-60,gogo,0,0.028,0,0.0178,0.0179,-0.0047,0,42,60,42,60,42_60,55.85707829,42,60,GOL_13,GOL_23,42_60,GOL_13_GOL_23
464,golden-80,grunt-101,gogr,0,0.028,0,-0.0251,-0.0243,-0.0188,0,80,101,80,101,80_101,63.681833,80,101,GOL_36,GRU_05,80_101,GOL_36_GRU_05
450,golden-74,grunt-104,gogr,0,0.0279,0,0.0251,0.0256,0.0221,0,74,104,74,104,74_104,57.02605163,74,104,GOL_33,GRU_08,74_104,GOL_33_GRU_08
506,golden-84,grunt-101,gogr,0,0.0265,0,-0.0143,-0.0139,-0.0035,0,84,101,84,101,84_101,79.85430645,84,101,GOL_39,GRU_05,84_101,GOL_39_GRU_05
318,golden-59,grunt-180,gogr,0,0.0258,0,0.0688,0.0735,0.0763,0,59,180,59,180,59_180,47.86698612,59,180,GOL_22,GRU_27,59_180,GOL_22_GRU_27
325,golden-60,golden-74,gogo,0,0.0257,0,-0.0016,-0.0016,-0.0046,0,60,74,60,74,60_74,67.05326627,60,74,GOL_23,GOL_33,60_74,GOL_23_GOL_33
357,golden-62,grunt-125,gogr,0,0.0254,0,0.0424,0.0441,0.0573,0,62,125,62,125,62_125,72.25452639,62,125,GOL_24,GRU_11,62_125,GOL_24_GRU_11
30,curlew-225,grunt-137,cugr,0,0.0249,0,-0.0128,-0.0125,0.0072,0,225,137,137,225,137_225,2418.97331,137,225,GRU_15,CUR_02,137_225,GRU_15_CUR_02
488,golden-81,grunt-161,gogr,0,0.0246,0,-0.0361,-0.0347,-0.0301,0,81,161,81,161,81_161,52.11700113,81,161,GOL_37,GRU_21,81_161,GOL_37_GRU_21
90,golden-32,grunt-104,gogr,0,0.0244,0,0.0238,0.0243,0.0228,0,32,104,32,104,32_104,55.55910508,32,104,GOL_11,GRU_08,32_104,GOL_11_GRU_08
324,golden-60,golden-73,gogo,0,0.0242,0,0.0049,0.0049,5e-4,0,60,73,60,73,60_73,67.05326627,60,73,GOL_23,GOL_33,60_73,GOL_23_GOL_33
379,golden-63,grunt-128,gogr,0,0.0238,0,0.035,0.036,0.0208,0,63,128,63,128,63_128,78.03588672,63,128,GOL_25,GRU_12,63_128,GOL_25_GRU_12
475,golden-80,long-206,golo,0,0.0237,0,-0.0124,-0.0122,-0.0253,0,80,206,80,206,80_206,4968.886616,80,206,GOL_36,LON_07,80_206,GOL_36_LON_07
272,golden-56,golden-60,gogo,0,0.0236,0,0.0117,0.0118,0.007,0,56,60,56,60,56_60,70.28329165,56,60,GOL_19,GOL_23,56_60,GOL_19_GOL_23
308,golden-59,grunt-101,gogr,0,0.0233,0,0.0181,0.0183,0.0268,0,59,101,59,101,59_101,59.80029539,59,101,GOL_22,GRU_05,59_101,GOL_22_GRU_05
536,grunt-101,grunt-137,grgr,0,0.023,0,-0.0195,-0.019,-0.011,0,101,137,101,137,101_137,13.37341038,101,137,GRU_05,GRU_15,101_137,GRU_05_GRU_15
454,golden-74,grunt-133,gogr,0,0.0227,0,0.0074,0.0074,0.0029,0,74,133,74,133,74_133,77.95433117,74,133,GOL_33,GRU_14,74_133,GOL_33_GRU_14
548,grunt-103,grunt-161,grgr,0,0.0226,0,0.0069,0.0069,0.0165,0,103,161,103,161,103_161,14.06980476,103,161,GRU_07,GRU_21,103_161,GRU_07_GRU_21
241,golden-55,grunt-156,gogr,0,0.0216,0,-0.0149,-0.0147,-0.0149,0,55,156,55,156,55_156,87.06937939,55,156,GOL_19,GRU_18,55_156,GOL_19_GRU_18
490,golden-81,long-206,golo,0,0.0215,0,-0.0351,-0.0339,-0.0436,0,81,206,81,206,81_206,4964.771955,81,206,GOL_37,LON_07,81_206,GOL_37_LON_07
7,curlew-225,golden-55,cugo,0,0.0212,0,-0.0387,-0.0373,-0.0169,0,225,55,55,225,55_225,2350.542353,55,225,GOL_19,CUR_02,55_225,GOL_19_CUR_02
54,golden-114,golden-84,gogo,0,0.021,0,6e-4,6e-4,0.0107,0,114,84,84,114,84_114,95.35912043,84,114,GOL_39,GOL_46,84_114,GOL_39_GOL_46
467,golden-80,grunt-124,gogr,0,0.0209,0,0.0274,0.0282,0.0161,0,80,124,80,124,80_124,52.88430628,80,124,GOL_36,GRU_11,80_124,GOL_36_GRU_11
189,golden-52,long-206,golo,0,0.0208,0,-0.0406,-0.0391,-0.0548,0,52,206,52,206,52_206,4962.735694,52,206,GOL_18,LON_07,52_206,GOL_18_LON_07
361,golden-62,grunt-156,gogr,0,0.0203,0,0.0193,0.0196,0.0244,0,62,156,62,156,62_156,54.75625893,62,156,GOL_24,GRU_18,62_156,GOL_24_GRU_18
423,golden-69,grunt-180,gogr,0,0.0197,0,0.0334,0.0348,0.0509,0,69,180,69,180,69_180,86.22315594,69,180,GOL_29,GRU_27,69_180,GOL_29_GRU_27
446,golden-74,golden-84,gogo,0,0.0197,0,0.0073,0.0073,0.0124,0,74,84,74,84,74_84,96.48509207,74,84,GOL_33,GOL_39,74_84,GOL_33_GOL_39
232,golden-55,golden-86,gogo,0,0.0196,0,-0.0041,-0.0041,-0.0114,0,55,86,55,86,55_86,117.3430288,55,86,GOL_19,GOL_41,55_86,GOL_19_GOL_41
465,golden-80,grunt-103,gogr,0,0.0195,0,0.0094,0.0095,0.0092,0,80,103,80,103,80_103,48.28328695,80,103,GOL_36,GRU_07,80_103,GOL_36_GRU_07
505,golden-84,golden-86,gogo,0,0.0194,0,0.0139,0.0141,0.0116,0,84,86,84,86,84_86,18.42728663,84,86,GOL_39,GOL_41,84_86,GOL_39_GOL_41
18,curlew-225,golden-80,cugo,0,0.0192,0,-0.0282,-0.0274,-0.0192,0,225,80,80,225,80_225,2366.043726,80,225,GOL_36,CUR_02,80_225,GOL_36_CUR_02
480,golden-81,grunt-103,gogr,0,0.0192,0,-0.0104,-0.0103,-0.0042,0,81,103,81,103,81_103,42.10795547,81,103,GOL_37,GRU_07,81_103,GOL_37_GRU_07
51,golden-114,golden-80,gogo,0,0.0191,0,-0.0099,-0.0097,-0.0115,0,114,80,80,114,80_114,11.60188098,80,114,GOL_36,GOL_46,80_114,GOL_36_GOL_46
329,golden-60,golden-84,gogo,0,0.0191,0,-0.0202,-0.0198,-0.0167,0,60,84,60,84,60_84,41.63996869,60,84,GOL_23,GOL_39,60_84,GOL_23_GOL_39
406,golden-69,golden-73,gogo,0,0.0191,0,0.0314,0.0325,0.0363,0,69,73,69,73,69_73,103.677887,69,73,GOL_29,GOL_33,69_73,GOL_29_GOL_33
72,golden-32,golden-55,gogo,0,0.019,0,-0.0134,-0.0132,-0.0084,0,32,55,32,55,32_55,20.86540201,32,55,GOL_11,GOL_19,32_55,GOL_11_GOL_19
532,grunt-101,grunt-124,grgr,0,0.019,0,0.0129,0.0131,0.0125,0,101,124,101,124,101_124,11.38247104,101,124,GRU_05,GRU_11,101_124,GRU_05_GRU_11
440,golden-73,grunt-161,gogr,0,0.0189,0,3e-4,3e-4,0.0097,0,73,161,73,161,73_161,59.24591828,73,161,GOL_33,GRU_21,73_161,GOL_33_GRU_21
137,golden-44,golden-60,gogo,0,0.0186,0,-0.0213,-0.0208,-0.0209,0,44,60,44,60,44_60,55.85707829,44,60,GOL_13,GOL_23,44_60,GOL_13_GOL_23
409,golden-69,golden-81,gogo,0,0.0186,0,-0.0076,-0.0076,-0.0043,0,69,81,69,81,69_81,90.91586795,69,81,GOL_29,GOL_37,69_81,GOL_29_GOL_37
575,grunt-128,grunt-133,grgr,0,0.0186,0,-0.0104,-0.0103,-0.0084,0,128,133,128,133,128_133,7.510159695,128,133,GRU_12,GRU_14,128_133,GRU_12_GRU_14
485,golden-81,grunt-133,gogr,0,0.0182,0,-0.0293,-0.0285,-0.0384,0,81,133,81,133,81_133,70.6106295,81,133,GOL_37,GRU_14,81_133,GOL_37_GRU_14
413,golden-69,grunt-101,gogr,0,0.0181,0,-0.0072,-0.0071,0.0068,0,69,101,69,101,69_101,87.3767672,69,101,GOL_29,GRU_05,69_101,GOL_29_GRU_05
296,golden-59,golden-60,gogo,0,0.0175,0,0.0099,0.01,0.0131,0,59,60,59,60,59_60,62.17461785,59,60,GOL_22,GOL_23,59_60,GOL_22_GOL_23
587,grunt-137,grunt-161,grgr,0,0.0174,0,-0.0151,-0.0149,-0.0061,0,137,161,137,161,137_161,20.27056364,137,161,GRU_15,GRU_21,137_161,GRU_15_GRU_21
462,golden-80,golden-84,gogo,0,0.0166,0,-0.0174,-0.0172,-0.0167,0,80,84,80,84,80_84,92.78862185,80,84,GOL_36,GOL_39,80_84,GOL_36_GOL_39
131,golden-44,golden-52,gogo,0,0.0158,0,-0.0329,-0.032,-0.038,0,44,52,44,52,44_52,21.20669197,44,52,GOL_13,GOL_18,44_52,GOL_13_GOL_18
342,golden-60,long-206,golo,0,0.0158,0,-0.0336,-0.0327,-0.039,0,60,206,60,206,60_206,4917.710752,60,206,GOL_23,LON_07,60_206,GOL_23_LON_07
476,golden-81,golden-82,gogo,0,0.0158,0,-0.0238,-0.0233,-0.0302,0,81,82,81,82,81_82,0,81,82,GOL_37,GOL_37,81_82,GOL_37_GOL_37
282,golden-56,golden-84,gogo,0,0.0156,0,0.0159,0.0163,0.0237,0,56,84,56,84,56_84,105.6680783,56,84,GOL_19,GOL_39,56_84,GOL_19_GOL_39
337,golden-60,grunt-133,gogr,0,0.0156,0,-0.0279,-0.0271,-0.0423,0,60,133,60,133,60_133,91.77881645,60,133,GOL_23,GRU_14,60_133,GOL_23_GRU_14
28,curlew-225,grunt-128,cugr,0,0.0151,0,-0.0294,-0.0287,-0.0065,0,225,128,128,225,128_225,2413.533602,128,225,GRU_12,CUR_02,128_225,GRU_12_CUR_02
231,golden-55,golden-84,gogo,0,0.0143,0,-0.0266,-0.0261,-0.0142,0,55,84,55,84,55_84,105.6680783,55,84,GOL_19,GOL_39,55_84,GOL_19_GOL_39
147,golden-44,golden-84,gogo,0,0.0142,0,-0.0138,-0.0137,-5e-4,0,44,84,44,84,44_84,83.66920238,44,84,GOL_13,GOL_39,44_84,GOL_13_GOL_39
349,golden-62,golden-81,gogo,0,0.0142,0,-0.0158,-0.0156,-0.0073,0,62,81,62,81,62_81,59.95912937,62,81,GOL_24,GOL_37,62_81,GOL_24_GOL_37
394,golden-65,grunt-101,gogr,0,0.0142,0,0.0102,0.0104,0.0185,0,65,101,65,101,65_101,77.4659534,65,101,GOL_26,GRU_05,65_101,GOL_26_GRU_05
135,golden-44,golden-56,gogo,0,0.0136,0,0.0158,0.0161,0.0173,0,44,56,44,56,44_56,28.52041348,44,56,GOL_13,GOL_19,44_56,GOL_13_GOL_19
422,golden-69,grunt-161,gogr,0,0.0135,0,-0.0017,-0.0017,0.008,0,69,161,69,161,69_161,88.69471959,69,161,GOL_29,GRU_21,69_161,GOL_29_GRU_21
559,grunt-104,long-206,grlo,0,0.0135,0,-0.0079,-0.0079,-0.0083,0,104,206,104,206,104_206,4983.957261,104,206,GRU_08,LON_07,104_206,GRU_08_LON_07
530,grunt-101,grunt-103,grgr,0,0.0134,0,-0.0173,-0.0171,-0.0069,0,101,103,101,103,101_103,18.29759005,101,103,GRU_05,GRU_07,101_103,GRU_05_GRU_07
584,grunt-133,grunt-180,grgr,0,0.0134,0,0.014,0.0144,0.0224,0,133,180,133,180,133_180,23.7528191,133,180,GRU_14,GRU_27,133_180,GRU_14_GRU_27
309,golden-59,grunt-103,gogr,0,0.0133,0,0.0381,0.0399,0.0501,0,59,103,59,103,59_103,44.24648254,59,103,GOL_22,GRU_07,59_103,GOL_22_GRU_07
183,golden-52,grunt-128,gogr,0,0.0132,0,-0.0329,-0.0321,-0.0388,0,52,128,52,128,52_128,82.25617472,52,128,GOL_18,GRU_12,52_128,GOL_18_GRU_12
34,curlew-225,long-206,culo,0,0.013,0,-0.035,-0.034,-0.0266,0,225,206,206,225,206_225,2745.673031,206,225,LON_07,CUR_02,206_225,LON_07_CUR_02
514,golden-84,grunt-156,gogr,0,0.013,0,-0.0023,-0.0023,-0.0029,0,84,156,84,156,84_156,57.3347851,84,156,GOL_39,GRU_18,84_156,GOL_39_GRU_18
448,golden-74,grunt-101,gogr,0,0.0127,0,-0.0204,-0.0201,-0.0166,0,74,101,74,101,74_101,66.30689345,74,101,GOL_33,GRU_05,74_101,GOL_33_GRU_05
529,golden-86,long-206,golo,0,0.0122,0,0.0032,0.0032,-0.0143,0,86,206,86,206,86_206,4904.016717,86,206,GOL_41,LON_07,86_206,GOL_41_LON_07
455,golden-74,grunt-137,gogr,0,0.0105,0,1e-4,1e-4,0.0024,0,74,137,74,137,74_137,79.51606383,74,137,GOL_33,GRU_15,74_137,GOL_33_GRU_15
568,grunt-125,grunt-128,grgr,0,0.0101,0,0.015,0.0154,0.0235,0,125,128,125,128,125_128,15.11896981,125,128,GRU_11,GRU_12,125_128,GRU_11_GRU_12
42,golden-114,golden-56,gogo,0,0.01,0,0.0153,0.0157,0.0171,0,114,56,56,114,56_114,12.19568294,56,114,GOL_19,GOL_46,56_114,GOL_19_GOL_46
64,golden-114,grunt-156,gogr,0,0.0098,0,-0.0068,-0.0068,-0.0024,0,114,156,114,156,114_156,74.88572244,114,156,GOL_46,GRU_18,114_156,GOL_46_GRU_18
388,golden-65,golden-74,gogo,0,0.0098,0,0.0343,0.036,0.0345,0,65,74,65,74,65_74,89.75717982,65,74,GOL_26,GOL_33,65_74,GOL_26_GOL_33
244,golden-55,long-206,golo,0,0.0095,0,-0.0428,-0.0415,-0.0405,0,55,206,55,206,55_206,4957.946472,55,206,GOL_19,LON_07,55_206,GOL_19_LON_07
67,golden-114,long-206,golo,0,0.0089,0,-0.028,-0.0276,-0.0238,0,114,206,114,206,114_206,4960.049522,114,206,GOL_46,LON_07,114_206,GOL_46_LON_07
336,golden-60,grunt-128,gogr,0,0.0088,0,-0.0253,-0.0248,-0.0265,0,60,128,60,128,60_128,87.03338214,60,128,GOL_23,GRU_12,60_128,GOL_23_GRU_12
338,golden-60,grunt-137,gogr,0,0.0085,0,-0.0327,-0.0319,-0.0308,0,60,137,60,137,60_137,92.55348071,60,137,GOL_23,GRU_15,60_137,GOL_23_GRU_15
92,golden-32,grunt-125,gogr,0,0.0083,0,0.0239,0.0249,0.0318,0,32,125,32,125,32_125,54.41235642,32,125,GOL_11,GRU_11,32_125,GOL_11_GRU_11
16,curlew-225,golden-73,cugo,0,0.0082,0,-0.0166,-0.0165,-0.0029,0,225,73,73,225,73_225,2366.404853,73,225,GOL_33,CUR_02,73_225,GOL_33_CUR_02
136,golden-44,golden-59,gogo,0,0.008,0,0.0158,0.0162,0.0235,0,44,59,44,59,44_59,6.37923289,44,59,GOL_13,GOL_22,44_59,GOL_13_GOL_22
3,curlew-225,golden-42,cugo,0,0.0076,0,0.001,0.001,-0.0053,0,225,42,42,225,42_225,2364.137778,42,225,GOL_13,CUR_02,42_225,GOL_13_CUR_02
445,golden-74,golden-82,gogo,0,0.0076,0,-0.0067,-0.0068,-0.0072,0,74,82,74,82,74_82,12.89081165,74,82,GOL_33,GOL_37,74_82,GOL_33_GOL_37
390,golden-65,golden-81,gogo,0,0.0067,0,1e-4,1e-4,5e-4,0,65,81,65,81,65_81,77.0082714,65,81,GOL_26,GOL_37,65_81,GOL_26_GOL_37
400,golden-65,grunt-133,gogr,0,0.0067,0,0.0193,0.02,0.0149,0,65,133,65,133,65_133,83.41748485,65,133,GOL_26,GRU_14,65_133,GOL_26_GRU_14
412,golden-69,golden-86,gogo,0,0.0067,0,0.0171,0.0176,0.0091,0,69,86,69,86,69_86,11.30344997,69,86,GOL_29,GOL_41,69_86,GOL_29_GOL_41
186,golden-52,grunt-156,gogr,0,0.0066,0,-0.033,-0.0325,-0.0419,0,52,156,52,156,52_156,79.67859673,52,156,GOL_18,GRU_18,52_156,GOL_18_GRU_18
410,golden-69,golden-82,gogo,0,0.0064,0,0.0015,0.0015,0.0043,0,69,82,69,82,69_82,90.91586795,69,82,GOL_29,GOL_37,69_82,GOL_29_GOL_37
63,golden-114,grunt-137,gogr,0,0.0062,0,-0.0141,-0.014,-0.0082,0,114,137,114,137,114_137,87.8573015,114,137,GOL_46,GRU_15,114_137,GOL_46_GRU_15
493,golden-82,grunt-101,gogr,0,0.006,0,-0.0346,-0.0338,-0.0315,0,82,101,82,101,82_101,58.7197824,82,101,GOL_37,GRU_05,82_101,GOL_37_GRU_05
80,golden-32,golden-69,gogo,0,0.0053,0,0.0056,0.0057,0.0121,0,32,69,32,69,32_69,101.2019031,32,69,GOL_11,GOL_29,32_69,GOL_11_GOL_29
362,golden-62,grunt-161,gogr,0,0.0051,0,-0.0178,-0.0177,9e-4,0,62,161,62,161,62_161,72.73318943,62,161,GOL_24,GRU_21,62_161,GOL_24_GRU_21
341,golden-60,grunt-180,gogr,0,0.0048,0,-0.0042,-0.0042,-0.0036,0,60,180,60,180,60_180,75.00193588,60,180,GOL_23,GRU_27,60_180,GOL_23_GRU_27
