Dyad,Individual1,Individual2,PopID1&2,TrioML,Wang,LynchLi,LynchRd,Ritland,QuelletGt,DyadML,ind1_num,ind2_num,lo,hi,canon_pair,Distance_m,IN_ind_id,NEAR_ind_id,IN_sponge_id,NEAR_sponge_id,ind_id_Pair,sponge_id_Pair
539,grunt-101,grunt-180,grgr,0,-0.0813,0,-0.0905,-0.0913,-0.0786,0,101,180,101,180,101_180,11.93366204,101,180,GRU_05,GRU_27,101_180,GRU_05_GRU_27
543,grunt-103,grunt-125,grgr,0,-0.0821,0,-0.0597,-0.0623,-0.0502,0,103,125,103,125,103_125,12.96993848,103,125,GRU_07,GRU_11,103_125,GRU_07_GRU_11
364,golden-62,long-206,golo,0,-0.0824,0,-0.1065,-0.1064,-0.0996,0,62,206,62,206,62_206,4923.928657,62,206,GOL_24,LON_07,62_206,GOL_24_LON_07
60,golden-114,grunt-125,gogr,0,-0.0827,0,-0.0755,-0.0776,-0.0658,0,114,125,114,125,114_125,63.95135568,114,125,GOL_46,GRU_11,114_125,GOL_46_GRU_11
474,golden-80,grunt-180,gogr,0,-0.083,0,-0.0808,-0.0826,-0.0769,0,80,180,80,180,80_180,51.74935856,80,180,GOL_36,GRU_27,80_180,GOL_36_GRU_27
521,golden-86,grunt-124,gogr,0,-0.084,0,-0.0557,-0.0584,-0.0752,0,86,124,86,124,86_124,100.1429402,86,124,GOL_41,GRU_11,86_124,GOL_41_GRU_11
122,golden-42,grunt-124,gogr,0,-0.0842,0,-0.0408,-0.0435,-0.066,0,42,124,42,124,42_124,48.53845138,42,124,GOL_13,GRU_11,42_124,GOL_13_GRU_11
551,grunt-104,grunt-124,grgr,0,-0.0861,0,-0.0535,-0.0564,-0.067,0,104,124,104,124,104_124,13.49425133,104,124,GRU_08,GRU_11,104_124,GRU_08_GRU_11
381,golden-63,grunt-137,gogr,0,-0.0869,0,-0.0747,-0.077,-0.0854,0,63,137,63,137,63_137,82.90543911,63,137,GOL_25,GRU_15,63_137,GOL_25_GRU_15
127,golden-42,grunt-156,gogr,0,-0.0871,0,-0.08,-0.0823,-0.0982,0,42,156,42,156,42_156,58.56285021,42,156,GOL_13,GRU_18,42_156,GOL_13_GRU_18
395,golden-65,grunt-103,gogr,0,-0.0882,0,-0.0517,-0.0545,-0.0484,0,65,103,65,103,65_103,66.21880415,65,103,GOL_26,GRU_07,65_103,GOL_26_GRU_07
432,golden-73,grunt-103,gogr,0,-0.0884,0,-0.0806,-0.0831,-0.0707,0,73,103,73,103,73_103,51.34784464,73,103,GOL_33,GRU_07,73_103,GOL_33_GRU_07
449,golden-74,grunt-103,gogr,0,-0.0886,0,-0.0879,-0.0897,-0.0801,0,74,103,74,103,74_103,51.34784464,74,103,GOL_33,GRU_07,74_103,GOL_33_GRU_07
304,golden-59,golden-81,gogo,0,-0.0888,0,-0.0941,-0.0953,-0.0949,0,59,81,59,81,59_81,6.37923289,59,81,GOL_22,GOL_37,59_81,GOL_22_GOL_37
290,golden-56,grunt-133,gogr,0,-0.089,0,-0.0892,-0.0912,-0.0957,0,56,133,56,133,56_133,97.80848065,56,133,GOL_19,GRU_14,56_133,GOL_19_GRU_14
275,golden-56,golden-65,gogo,0,-0.0909,0,-0.0414,-0.0443,-0.0494,0,56,65,56,65,56_65,98.41893874,56,65,GOL_19,GOL_26,56_65,GOL_19_GOL_26
74,golden-32,golden-56,gogo,0,-0.0915,0,-0.0752,-0.0778,-0.0779,0,32,56,32,56,32_56,20.86540201,32,56,GOL_11,GOL_19,32_56,GOL_11_GOL_19
566,grunt-124,grunt-180,grgr,0,-0.0916,0,-0.046,-0.0491,-0.048,0,124,180,124,180,124_180,3.584753582,124,180,GRU_11,GRU_27,124_180,GRU_11_GRU_27
346,golden-62,golden-73,gogo,0,-0.0926,0,-0.0867,-0.0889,-0.0751,0,62,73,62,73,62_73,72.30270792,62,73,GOL_24,GOL_33,62_73,GOL_24_GOL_33
430,golden-73,golden-86,gogo,0,-0.0938,0,-0.0793,-0.0822,-0.0906,0,73,86,73,86,73_86,110.4337535,73,86,GOL_33,GOL_41,73_86,GOL_33_GOL_41
508,golden-84,grunt-104,gogr,0,-0.0945,0,-0.1006,-0.1021,-0.1006,0,84,104,84,104,84_104,68.44411621,84,104,GOL_39,GRU_08,84_104,GOL_39_GRU_08
129,golden-42,grunt-180,gogr,0,-0.095,0,-0.0657,-0.069,-0.0737,0,42,180,42,180,42_180,46.88158975,42,180,GOL_13,GRU_27,42_180,GOL_13_GRU_27
367,golden-63,golden-73,gogo,0,-0.0952,0,-0.0676,-0.071,-0.0822,0,63,73,63,73,63_73,68.26256818,63,73,GOL_25,GOL_33,63_73,GOL_25_GOL_33
220,golden-55,golden-59,gogo,0,-0.0964,0,-0.1038,-0.1053,-0.0944,0,55,59,55,59,55_59,26.26565365,55,59,GOL_19,GOL_22,55_59,GOL_19_GOL_22
78,golden-32,golden-63,gogo,0,-0.0967,0,-0.0803,-0.0834,-0.0917,0,32,63,32,63,32_63,65.77072552,32,63,GOL_11,GOL_25,32_63,GOL_11_GOL_25
226,golden-55,golden-73,gogo,0,-0.0971,0,-0.1205,-0.1204,-0.1165,0,55,73,55,73,55_73,20.15264881,55,73,GOL_19,GOL_33,55_73,GOL_19_GOL_33
302,golden-59,golden-74,gogo,0,-0.102,0,-0.0794,-0.083,-0.0734,0,59,74,59,74,59_74,7.557580505,59,74,GOL_22,GOL_33,59_74,GOL_22_GOL_33
396,golden-65,grunt-104,gogr,0,-0.1023,0,-0.0685,-0.0722,-0.0745,0,65,104,65,104,65_104,65.19773925,65,104,GOL_26,GRU_08,65_104,GOL_26_GRU_08
143,golden-44,golden-74,gogo,0,-0.1033,0,-0.1205,-0.1211,-0.1165,0,44,74,44,74,44_74,12.89081165,44,74,GOL_13,GOL_33,44_74,GOL_13_GOL_33
363,golden-62,grunt-180,gogr,0,-0.1044,0,-0.0901,-0.0934,-0.0676,0,62,180,62,180,62_180,68.68508277,62,180,GOL_24,GRU_27,62_180,GOL_24_GRU_27
552,grunt-104,grunt-125,grgr,0,-0.1045,0,-0.0813,-0.0851,-0.0803,0,104,125,104,125,104_125,13.49425133,104,125,GRU_08,GRU_11,104_125,GRU_08_GRU_11
435,golden-73,grunt-125,gogr,0,-0.1049,0,-0.0752,-0.079,-0.0767,0,73,125,73,125,73_125,55.35305509,73,125,GOL_33,GRU_11,73_125,GOL_33_GRU_11
404,golden-65,grunt-180,gogr,0,-0.1059,0,-0.0603,-0.0644,-0.0526,0,65,180,65,180,65_180,75.00093102,65,180,GOL_26,GRU_27,65_180,GOL_26_GRU_27
365,golden-63,golden-65,gogo,0,-0.1061,0,-0.055,-0.0591,-0.0703,0,63,65,63,65,63_65,24.71049798,63,65,GOL_25,GOL_26,63_65,GOL_25_GOL_26
106,golden-42,golden-59,gogo,0,-0.1067,0,-0.0619,-0.0659,-0.0789,0,42,59,42,59,42_59,6.37923289,42,59,GOL_13,GOL_22,42_59,GOL_13_GOL_22
68,golden-32,golden-42,gogo,0,-0.1069,0,-0.0941,-0.0973,-0.1104,0,32,42,32,42,32_42,10.49360392,32,42,GOL_11,GOL_13,32_42,GOL_11_GOL_13
421,golden-69,grunt-156,gogr,0,-0.1089,0,-0.111,-0.1132,-0.1071,0,69,156,69,156,69_156,64.77471423,69,156,GOL_29,GRU_18,69_156,GOL_29_GRU_18
311,golden-59,grunt-124,gogr,0,-0.109,0,-0.0563,-0.0605,-0.0615,0,59,124,59,124,59_124,49.09176703,59,124,GOL_22,GRU_11,59_124,GOL_22_GRU_11
399,golden-65,grunt-128,gogr,0,-0.1101,0,-0.0944,-0.0976,-0.091,0,65,128,65,128,65_128,81.26017816,65,128,GOL_26,GRU_12,65_128,GOL_26_GRU_12
398,golden-65,grunt-125,gogr,0,-0.1203,0,-0.0738,-0.079,-0.0707,0,65,125,65,125,65_125,78.53380253,65,125,GOL_26,GRU_11,65_125,GOL_26_GRU_11
224,golden-55,golden-65,gogo,0,-0.13,0,-0.134,-0.1363,-0.1287,0,55,65,55,65,55_65,98.41893874,55,65,GOL_19,GOL_26,55_65,GOL_19_GOL_26
299,golden-59,golden-65,gogo,0,-0.1309,0,-0.0734,-0.0791,-0.074,0,59,65,59,65,59_65,83.18031913,59,65,GOL_22,GOL_26,59_65,GOL_22_GOL_26
120,golden-42,grunt-103,gogr,0,-0.1324,0,-0.1114,-0.1157,-0.123,0,42,103,42,103,42_103,42.10795547,42,103,GOL_13,GRU_07,42_103,GOL_13_GRU_07
397,golden-65,grunt-124,gogr,0,-0.1477,0,-0.0934,-0.1008,-0.0972,0,65,124,65,124,65_124,78.53380253,65,124,GOL_26,GRU_11,65_124,GOL_26_GRU_11
